"Date","Open","High","Low","Close","Volume","ticker","name"
"1980-12-12 00:00:00-05:00","0.0984848365187645","0.09891300769719463","0.0984848365187645","0.0984848365187645","469033600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-15 00:00:00-05:00","0.09377499793047456","0.09377499793047456","0.09334682673215866","0.09334682673215866","175884800","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-16 00:00:00-05:00","0.08692355762862244","0.08692355762862244","0.08649539202451706","0.08649539202451706","105728000","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-17 00:00:00-05:00","0.08863621205091476","0.08906438327820022","0.08863621205091476","0.08863621205091476","86441600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-18 00:00:00-05:00","0.09120599925518036","0.09163416478981276","0.09120599925518036","0.09120599925518036","73449600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-19 00:00:00-05:00","0.09677217155694962","0.09720034277218231","0.09677217155694962","0.09677217155694962","48630400","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-22 00:00:00-05:00","0.10148202627897263","0.10191096355175279","0.10148202627897263","0.10148202627897263","37363200","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-23 00:00:00-05:00","0.1057644858956337","0.10619265715097387","0.1057644858956337","0.1057644858956337","46950400","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-24 00:00:00-05:00","0.11133070290088654","0.11175887425232912","0.11133070290088654","0.11133070290088654","48003200","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-26 00:00:00-05:00","0.12160748988389969","0.12203566115460936","0.12160748988389969","0.12160748988389969","55574400","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-29 00:00:00-05:00","0.1233202740550041","0.12374844570945058","0.1233202740550041","0.12332027405500412","93161600","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-30 00:00:00-05:00","0.12075113231946737","0.12075113231946737","0.12032297253608705","0.12032297253608704","68880000","AAPL","Apple Inc. (AAPL) Historical Data"
"1980-12-31 00:00:00-05:00","0.11732578398049098","0.11732578398049098","0.11689761281013489","0.11689761281013489","35750400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-02 00:00:00-05:00","0.11818215250968934","0.11903849512301279","0.11818215250968934","0.11818215250968933","21660800","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-05 00:00:00-05:00","0.11604128505475848","0.11604128505475848","0.11561312526464462","0.11561312526464462","35728000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-06 00:00:00-05:00","0.1109024894548391","0.1109024894548391","0.11047431826591492","0.11047431826591492","45158400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-07 00:00:00-05:00","0.10619265715097387","0.10619265715097387","0.1057644858956337","0.1057644858956337","55686400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-08 00:00:00-05:00","0.10405181078307846","0.10405181078307846","0.1036236509680748","0.1036236509680748","39827200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-09 00:00:00-05:00","0.10918986052274704","0.10961803188573804","0.10918986052274704","0.10918986052274704","21504000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-12 00:00:00-05:00","0.10918985181488566","0.10918985181488566","0.108333520591259","0.108333520591259","23699200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-13 00:00:00-05:00","0.10490814722273845","0.10490814722273845","0.10447997599840164","0.10447997599840164","23049600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-14 00:00:00-05:00","0.10490813106298447","0.10533630222136699","0.10490813106298447","0.10490813106298447","14291200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-15 00:00:00-05:00","0.10704905539751053","0.10790538691998572","0.10704905539751053","0.10704905539751053","14067200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-16 00:00:00-05:00","0.10662079718903217","0.10662079718903217","0.10619262605905533","0.10619262605905533","13395200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-19 00:00:00-05:00","0.1126151755452156","0.11304334678268747","0.1126151755452156","0.1126151755452156","41574400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-20 00:00:00-05:00","0.10961803188573804","0.10961803188573804","0.10918986052274704","0.10918986052274704","30083200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-21 00:00:00-05:00","0.11133070290088654","0.11218703416970888","0.11133070290088654","0.11133070290088654","15904000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-22 00:00:00-05:00","0.1126151755452156","0.11347151802015934","0.1126151755452156","0.1126151755452156","35548800","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-23 00:00:00-05:00","0.11261518430081349","0.11304335557157479","0.11218701303005219","0.11218701303005219","11222400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-26 00:00:00-05:00","0.1109024894548391","0.1109024894548391","0.11047431826591492","0.11047431826591492","24640000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-27 00:00:00-05:00","0.11047435426071046","0.11047435426071046","0.10961802303791046","0.10961802303791046","23699200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-28 00:00:00-05:00","0.10662079718903217","0.10662079718903217","0.10619262605905533","0.10619262605905533","28156800","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-29 00:00:00-05:00","0.10276731981776684","0.10276731981776684","0.10233914852142334","0.10233914852142334","43904000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-01-30 00:00:00-05:00","0.097628513987415","0.097628513987415","0.09677217155694962","0.09677217155694962","46188800","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-02 00:00:00-05:00","0.09163416478981276","0.09163416478981276","0.09120599925518036","0.09120599925518036","23766400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-03 00:00:00-05:00","0.09463135898113251","0.09505952457268742","0.09463135898113251","0.09463135898113251","19152000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-04 00:00:00-05:00","0.09805670380592346","0.09848486366832725","0.09805670380592346","0.09805670380592346","27865600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-05 00:00:00-05:00","0.09805670380592346","0.09891303496479241","0.09805670380592346","0.09805670380592346","7929600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-06 00:00:00-05:00","0.0984848365187645","0.09891300769719463","0.0984848365187645","0.0984848365187645","13865600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-09 00:00:00-05:00","0.09420316341176109","0.09420316341176109","0.09334682673215866","0.09334682673215866","16755200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-10 00:00:00-05:00","0.09334682673215866","0.09377499793047456","0.09334682673215866","0.09334682673215866","18345600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-11 00:00:00-05:00","0.09077780238575339","0.09077780238575339","0.09034963697195053","0.09034963697195053","13843200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-12 00:00:00-05:00","0.0899214593618207","0.0899214593618207","0.08949252218008041","0.08949252218008041","14560000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-13 00:00:00-05:00","0.08820803129261298","0.08820803129261298","0.08735169470310211","0.08735169470310211","11155200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-17 00:00:00-05:00","0.08949252218008041","0.0899214593618207","0.08949252218008041","0.08949252218008041","12275200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-18 00:00:00-05:00","0.09334682673215866","0.09420316341176109","0.09334682673215866","0.09334682673215866","19241600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-19 00:00:00-05:00","0.08820805081805573","0.08820805081805573","0.08777987957000732","0.08777987957000732","22310400","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-20 00:00:00-05:00","0.0834982185356873","0.0834982185356873","0.0830700471997261","0.0830700471997261","24371200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-23 00:00:00-05:00","0.08435454964637756","0.08478272098169326","0.08435454964637756","0.08435454964637756","14112000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-24 00:00:00-05:00","0.08221371928698533","0.08221371928698533","0.08135738223791122","0.08135738223791122","16979200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-25 00:00:00-05:00","0.08649539202451706","0.08692355762862244","0.08649539202451706","0.08649539202451706","19488000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-26 00:00:00-05:00","0.08777987957000732","0.08820805081805573","0.08777987957000732","0.08777987957000732","10841600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-02-27 00:00:00-05:00","0.09077785909175873","0.09163419617131913","0.09077785909175873","0.09077785909175873","14761600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-03-02 00:00:00-05:00","0.09120599925518036","0.09163416478981276","0.09120599925518036","0.09120599925518036","11760000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-03-03 00:00:00-05:00","0.09034965311470029","0.09034965311470029","0.0899214819073677","0.0899214819073677","16172800","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-03-04 00:00:00-05:00","0.08949254003445148","0.08949254003445148","0.08906437456607819","0.08906437456607819","13708800","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-03-05 00:00:00-05:00","0.08906438327820022","0.08906438327820022","0.08863621205091476","0.08863621205091476","5376000","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-03-06 00:00:00-05:00","0.08863621634907408","0.08863621634907408","0.08777987957000732","0.08777987957000732","11603200","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-03-09 00:00:00-05:00","0.08135736293544257","0.08135736293544257","0.08092919737100601","0.08092919737100601","15321600","AAPL","Apple Inc. (AAPL) Historical Data"
"1981-03-10 00:00:00-05:00","0.0775030882412242","0.0775030882412242","0.07707492262125015","0.07707492262125015","28380800","AAPL","Apple Inc. (AAPL) Historical Data"
